id,Response
381110,0.004743873389849211
381111,0.7874087080617073
381112,0.7513469396111807
381113,0.018625410326145456
381114,0.0032208795614524052
381115,0.004170508412930032
381116,0.006355005797970564
381117,0.004222881008900075
381118,0.8361516812077188
381119,0.008756457486076754
381120,0.008093781113258668
381121,0.7061410741695868
381122,0.010530564395877491
381123,0.7697956723578017
381124,0.5359318158780749
381125,0.012612194688465408
381126,0.5327357107585713
381127,0.7500556333422717
381128,0.003326533097826707
381129,0.00231993534276681
381130,0.002175333730506956
381131,0.003683842149963789
381132,0.3278492020250301
381133,0.7407325046393561
381134,0.6484646602889655
381135,0.0025093616361179004
381136,0.0012168798928731696
381137,0.006557053077153247
381138,0.008892472012171835
381139,0.004252129844076651
381140,0.526156864552752
381141,0.0032941671105409
381142,0.0037275280462870037
381143,0.004230387002947144
381144,0.5198346857771612
381145,0.8451569534880946
381146,0.0020025647495926016
381147,0.2704164229336088
381148,0.004255445442333749
381149,0.008657180851308843
381150,0.7455983501663279
381151,0.733550312681148
381152,0.010632037821414976
381153,0.7259984047043376
381154,0.8264649154839746
381155,0.7897208620571184
381156,0.0011578960983167634
381157,0.105093151510333
381158,0.7129523932631122
381159,0.5167898637163043
381160,0.7754649157980552
381161,0.016804462195376804
381162,0.0025661934477983405
381163,0.7750518497451389
381164,0.0038696343888975086
381165,0.5085636687902678
381166,0.7819190715560774
381167,0.0044433050995016455
381168,0.0036101010554512305
381169,0.25010454845719904
381170,0.0026534415482133296
381171,0.002830196393015703
381172,0.8171915276273461
381173,0.5269817898202254
381174,0.002565603139708048
381175,0.0036688352459960443
381176,0.0072116641736964865
381177,0.766898259921309
381178,0.8009068337437434
381179,0.0019420056293735358
381180,0.17370265387868394
381181,0.002490811429068569
381182,0.00013527196588958615
381183,0.003907337714497602
381184,0.053145680202159026
381185,0.0016219523295711096
381186,0.8027560110933593
381187,0.830473272786043
381188,0.7111274470649109
381189,0.4079839007024804
381190,0.007104367175248674
381191,0.594299909555105
381192,0.882942876663042
381193,0.00850009436858792
381194,0.8531694020676589
381195,0.48055826119629036
381196,0.0025770490062241554
381197,0.31241147658698476
381198,0.4910703992849241
381199,0.799240030697893
381200,0.004355537881405245
381201,0.011061139711833555
381202,0.745391422692074
381203,0.8269474808960611
381204,0.46166863461414714
381205,0.005923252414878121
381206,0.31505879638857703
381207,0.003304141828350916
381208,0.28337610696355886
381209,0.0007854038788196495
381210,0.6606503232329929
381211,0.00286796635269138
381212,0.7484281829793311
381213,0.7379544555211752
381214,0.584258553818958
381215,0.3553023145066456
381216,0.3034473314045119
381217,0.0021953435018362416
381218,0.7218075010107816
381219,0.5899379992163247
381220,0.03255908478406047
381221,0.7666706589708399
381222,0.0013278862117724784
381223,0.007392584475109811
381224,0.2293967983294233
381225,0.8460020624958697
381226,0.7698006799103434
381227,0.7721491850497683
381228,0.2915675278441599
381229,0.6652950128824193
381230,0.001441233297929101
381231,0.0021424887393771412
381232,0.7468453987341634
381233,0.001346876601380816
381234,0.7884001499814641
381235,0.0040708797849359135
381236,0.5788109133690359
381237,0.0023670870398267555
381238,0.003500235360275122
381239,0.0019024431515880808
381240,0.0023695434723815033
381241,0.7098896620947454
381242,0.0036162498916730047
381243,0.00799221387184426
381244,0.5278217904518214
381245,0.0058186695264759985
381246,0.746037614092994
381247,0.8582904209781654
381248,0.00360843913394834
381249,0.4965852290583225
381250,0.0033523199161256912
381251,0.007103668237716582
381252,0.00477198327215504
381253,0.002679234471117626
381254,0.003811196032013599
381255,0.7023875306338049
381256,0.8111997246045617
381257,0.003067168902983249
381258,0.06879689347798645
381259,0.3559356939773035
381260,0.1413368754564093
381261,0.7928826764271937
381262,0.7880741648038045
381263,0.000808964806615401
381264,0.8026711680321723
381265,0.5507358675516413
381266,0.0013482824117649742
381267,0.004070485555515734
381268,0.0023090583685253037
381269,0.5054543376026891
381270,0.4390598295379226
381271,0.6598844679759509
381272,0.004005144939331935
381273,0.00684738790012084
381274,0.004265890241997538
381275,0.0056653848481074826
381276,0.4533968944019981
381277,0.004115436235617303
381278,0.7710972413992184
381279,0.8229858159349409
381280,0.0021936186339476613
381281,0.8523196101194587
381282,0.0016437594091044886
381283,0.0011624608198997231
381284,0.7406414624845196
381285,0.0041586621453261466
381286,0.005500988809559357
381287,0.009493679536257918
381288,0.6769068365890637
381289,0.7592493306755935
381290,0.7779086896934356
381291,0.5097895181181897
381292,0.5962252455427075
381293,0.0008783169486716841
381294,0.4333459762511679
381295,0.0038543015742787587
381296,0.8400198377628978
381297,0.003642894977200222
381298,0.005098660552032824
381299,0.004647397441187072
381300,0.2543023235838202
381301,0.554369062525354
381302,0.002844780706059397
381303,0.0029759093747877795
381304,0.005856338525832298
381305,0.29564087588068166
381306,0.7199624957869742
381307,0.002301443579357597
381308,0.7957391445184943
381309,0.0035949283124633237
381310,0.8356788657874713
381311,0.00254320764959777
381312,0.004373685053656724
381313,0.7827510434378646
381314,0.1916649208507202
381315,0.003764473666453816
381316,0.7702170562188425
381317,0.22365580277608843
381318,0.8127058446716781
381319,0.004886080954225945
381320,0.6086252994350271
381321,0.8342981501673805
381322,0.6052697634133781
381323,0.1872923511881895
381324,0.00542929391821046
381325,0.5750447672831664
381326,0.003434513873918474
381327,0.45949371055241783
381328,0.004109136345437521
381329,0.5567709263032025
381330,0.008870558601795977
381331,0.6552251797756158
381332,0.003332945059572728
381333,0.003350818195090956
381334,0.0034224653204657784
381335,0.003247950004446675
381336,0.0035346068872561323
381337,0.004123144341580389
381338,0.6577905705808135
381339,0.42809374687189056
381340,0.01148164048630593
381341,0.004210584381767144
381342,0.002898150937447134
381343,0.005792872403554765
381344,0.7849682534368823
381345,0.0029685064744512006
381346,0.2977224196694047
381347,0.6868729063456545
381348,0.01530978604917523
381349,0.0029350448370844234
381350,0.004185759259596393
381351,0.7446227496471391
381352,0.005777664846042201
381353,0.5893767199511487
381354,0.0029220028303294687
381355,0.005877594623690693
381356,0.0025428918289728927
381357,0.0034516712936297493
381358,0.007291299972630534
381359,0.7007744941796028
381360,0.6299179948269388
381361,0.003591415224410478
381362,0.27104294208845314
381363,0.2962936805813039
381364,0.006037780077652475
381365,0.7797244907237935
381366,0.7209147514645167
381367,0.5073214165438327
381368,0.0013502605112622153
381369,0.8018769730799977
381370,0.0034785612199438724
381371,0.7376051421956651
381372,0.6862008126436614
